No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time
8,,後藤滉貴,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,2,1,-5.0,0,0.0,0.0,-,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
10,,岡村義郎,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
11,,浅野卓雅,3,■,■,■,,,15,7,0,46.7,2.33,4,3,0,75.0,0,-,13,0,1,2,1.9,15,5.0,5.0,50.0,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
13,,兵頭佳樹,3,■,■,■,,,11,7,0,63.6,2.33,3,1,0,33.3,0,-,11,1,1,1,9.1,10,6.0,3.0,75.0,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
14,,谷平拓海,3,□,□,□,,,4,1,1,25.0,0.33,1,0,0,0.0,0,-,3,0,0,3,25.0,6,3.0,2.0,66.7,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
17,,角大樹,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
18,,長谷山拓,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,2,0.67,9,0,1,0,-2.8,0,0.0,0.0,-,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
19,,尾木将,2,□,□,,,,1,0,0,0.0,-,1,0,0,0.0,0,-,2,0,0,0,0.0,2,0.0,0.0,0.0,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
20,,志波京介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,589,2021-02-14,2021,02,14,長野県,須坂市市民体育館,富士通カワサキレッドスピリッツ,長野GaRons,山本道彦,廣本遥,3,0,3,Win,68
1,,上場雄也,2,■,■,,,,7,5,0,71.4,2.50,3,2,0,66.7,0,-,5,1,0,3,35.0,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
2,,浜崎勇矢,2,■,■,,,,0,0,0,-,-,0,0,0,-,1,0.50,4,0,0,1,6.2,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
4,,阿部航平,1,■,,,,,3,3,0,100.0,3.00,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
6,,瀧澤陽紀,3,■,■,□,,,8,4,1,50.0,1.33,1,0,0,0.0,0,-,11,1,2,5,15.9,6,4.0,0.0,66.7,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
8,,曹海倫,3,■,■,■,,,9,6,0,66.7,2.00,0,0,0,-,0,-,15,0,1,3,3.3,4,4.0,0.0,100.0,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
10,,鎌田敏弥,3,□,□,■,,,8,6,0,75.0,2.00,1,1,0,100.0,2,0.67,4,0,1,1,0.0,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
11,,濱田英寿,3,□,□,■,,,5,3,1,60.0,1.00,1,0,0,0.0,1,0.33,7,1,1,3,21.4,7,3.0,2.0,57.1,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
12,,土井友登,3,□,□,■,,,0,0,0,-,-,0,0,0,-,0,-,5,1,0,3,35.0,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
13,L,新垣東麻,2,●,●,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,2.0,1.0,50.0,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
16,,松田康河,2,,■,■,,,6,5,0,83.3,2.50,0,0,0,-,1,0.50,6,0,0,1,4.2,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
20,,満生大輝,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
22,L,関谷拓巳,2,,〇,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,2.0,0.0,40.0,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
23,,曽田一也,3,■,■,■,,,12,5,1,41.7,1.67,1,0,1,0.0,2,0.67,11,1,1,5,18.2,14,10.0,2.0,78.6,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,つくばユナイテッドSunGAIA,兵庫デルフィーノ,五十嵐元,西田雄亮,3,0,3,Win,62
1,,西澤岳,3,■,■,■,,,14,6,4,42.9,2.00,0,0,0,-,0,-,9,1,2,4,16.7,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
2,,白川佑樹,1,■,,,,,4,1,2,25.0,1.00,1,0,1,0.0,0,-,2,0,0,0,0.0,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
5,,中野将太,3,■,■,■,,,2,1,1,50.0,0.33,1,0,1,0.0,0,-,8,1,2,1,9.4,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
6,,浅草大燿,3,□,■,■,,,6,2,1,33.3,0.67,1,0,1,0.0,1,0.33,6,0,1,1,0.0,10,3.0,4.0,50.0,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
8,,加藤遼太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
9,L,玉嶋佑樹,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
11,,澁谷杜斗,3,■,■,■,,,16,4,4,25.0,1.33,0,0,0,-,0,-,7,0,2,1,-3.6,20,5.0,5.0,37.5,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
12,L,猪岡恭平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,1.0,5.0,25.0,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
13,,仲村鴻輝,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
14,,林優作,3,■,■,■,,,4,3,1,75.0,1.00,0,0,0,-,2,0.67,11,1,0,3,15.9,1,1.0,0.0,100.0,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
21,,マシューパロット,3,■,■,■,,,28,13,2,46.4,4.33,10,5,0,50.0,0,-,9,0,3,1,-5.6,20,9.0,7.0,62.5,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
22,,奥田晃,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,590,2021-02-14,2021,02,14,長野県,須坂市市民体育館,兵庫デルフィーノ,つくばユナイテッドSunGAIA,岩本正吾,白川佑樹,0,3,3,Lose,62
0,,越川優,3,■,■,■,,,14,8,1,57.1,2.67,0,0,0,-,2,0.67,18,1,4,5,6.9,18,11.0,1.0,63.9,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
2,,山口功太郎,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
4,,古田史郎,1,□,,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
5,,家近滉一,3,■,■,■,,,12,5,0,41.7,1.67,1,0,0,0.0,0,-,8,0,4,2,-6.2,15,5.0,3.0,43.3,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
6,,本澤凌斗,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,10,0,1,1,0.0,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
8,L,渡辺俊介,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,2.0,76.9,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
9,,加藤伊織,3,■,■,■,,,4,1,0,25.0,0.33,0,0,0,-,2,0.67,12,1,1,5,16.7,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
10,L,白石啓丈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
11,,藤村昇太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
13,,佐々木博秋,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
14,,張育陞,3,■,■,■,,,29,15,2,51.7,5.00,18,7,2,38.9,1,0.33,18,2,4,9,18.1,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
20,,戸田拓也,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
23,,田城広光,3,■,■,■,,,9,7,0,77.8,2.33,0,0,0,-,1,0.33,8,0,3,1,-6.2,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,つくばユナイテッドSunGAIA,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,77
1,,上場雄也,3,■,■,■,,,35,15,4,42.9,5.00,17,7,4,41.2,1,0.33,11,1,2,3,11.4,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
2,,浜崎勇矢,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,12,0,2,4,4.2,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
4,,阿部航平,3,■,■,■,,,6,2,0,33.3,0.67,1,0,0,0.0,4,1.33,9,1,0,1,13.9,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
5,,廣瀬優希,3,■,■,■,,,10,4,2,40.0,1.33,0,0,0,-,1,0.33,7,0,3,1,-7.1,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
6,,瀧澤陽紀,3,■,■,■,,,16,5,2,31.2,1.67,3,1,0,33.3,0,-,6,0,2,2,0.0,16,7.0,2.0,50.0,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
8,,曹海倫,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
10,,鎌田敏弥,1,□,,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
11,,濱田英寿,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,1.0,2.0,50.0,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
12,,土井友登,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
13,L,新垣東麻,2,●,●,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,2.0,0.0,50.0,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
16,,松田康河,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
20,,満生大輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
22,L,関谷拓巳,2,,〇,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,5.0,0.0,33.3,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
23,,曽田一也,3,■,■,■,,,6,1,3,16.7,0.33,0,0,0,-,0,-,15,0,3,4,1.7,17,10.0,5.0,73.5,591,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,つくばユナイテッドSunGAIA,ヴォレアス北海道,五十嵐元,,0,3,3,Lose,77
2,L,神園時,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,8.0,2.0,69.2,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
3,,河西智洋,2,■,■,,,,13,7,2,53.8,3.50,2,1,0,50.0,2,1.00,5,0,4,0,-20.0,14,2.0,9.0,46.4,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
4,,奥田基嗣,3,■,■,■,,,8,6,1,75.0,2.00,0,0,0,-,3,1.00,11,0,0,1,2.3,2,1.0,1.0,75.0,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
5,,吉田康祐,1,,,□,,,1,1,0,100.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
6,,阿部誠樹,3,■,□,■,,,14,7,0,50.0,2.33,0,0,0,-,0,-,9,2,2,1,19.4,7,1.0,4.0,42.9,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
7,,笠原佑斗,2,,□,■,,,2,2,0,100.0,1.00,0,0,0,-,0,-,4,1,0,0,25.0,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
9,,小林洸,2,□,,□,,,4,2,0,50.0,1.00,1,0,0,0.0,0,-,2,0,1,1,0.0,1,1.0,0.0,100.0,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
14,,山口拓馬,3,□,■,■,,,9,5,0,55.6,1.67,3,2,0,66.7,0,-,6,0,2,3,4.2,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
16,L,桝谷周呈,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
19,,柳川大知,2,■,,□,,,7,3,0,42.9,1.50,2,1,0,50.0,1,0.50,4,0,2,1,-6.2,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
20,,佐藤陸善,2,■,■,,,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,2,7.1,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
22,,柏田樹,2,■,■,,,,5,5,0,100.0,2.50,0,0,0,-,3,1.50,7,0,2,2,0.0,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
23,,谷越陽介,2,□,,■,,,1,1,0,100.0,0.50,0,0,0,-,1,0.50,9,1,1,5,22.2,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
27,,工藤泰我,2,,■,■,,,12,6,0,50.0,3.00,2,2,0,100.0,0,-,7,0,0,3,10.7,5,2.0,0.0,40.0,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,サフィルヴァ北海道,兵庫デルフィーノ,上杉徹,小林準,3,0,3,Win,64
1,,西澤岳,3,■,■,■,,,13,5,0,38.5,1.67,2,0,0,0.0,0,-,8,0,2,1,-3.1,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
2,,白川佑樹,3,□,■,■,,,12,4,2,33.3,1.33,2,1,1,50.0,1,0.33,3,0,0,0,0.0,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
5,,中野将太,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,10,1,3,3,10.0,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
7,,田中寛人,3,■,■,■,,,8,4,0,50.0,1.33,0,0,0,-,0,-,7,0,0,2,7.1,3,1.0,1.0,50.0,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
8,,加藤遼太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
9,L,玉嶋佑樹,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
11,,澁谷杜斗,3,■,■,■,,,19,5,0,26.3,1.67,0,0,0,-,3,1.00,7,0,1,1,0.0,13,1.0,6.0,30.8,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
12,L,猪岡恭平,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,6.0,8.0,50.0,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
13,,仲村鴻輝,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
14,,林優作,1,■,,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,3,0,2,0,-16.7,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
21,,マシューパロット,3,■,■,■,,,25,9,1,36.0,3.00,7,2,1,28.6,1,0.33,12,0,3,3,0.0,21,9.0,4.0,52.4,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
22,,奥田晃,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,592,2021-02-20,2021,02,20,北海道,北ガスアリーナ札幌46,兵庫デルフィーノ,サフィルヴァ北海道,岩本正吾,奥田晃,0,3,3,Lose,64
0,,越川優,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,595,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,兵庫デルフィーノ,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,71
2,,山口功太郎,2,,□,■,,,0,0,0,-,-,0,0,0,-,0,-,10,0,0,4,10.0,0,0.0,0.0,-,595,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,兵庫デルフィーノ,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,71
4,,古田史郎,3,■,■,■,,,23,12,0,52.2,4.00,7,3,0,42.9,4,1.33,11,2,3,3,18.2,0,0.0,0.0,-,595,2021-02-21,2021,02,21,北海道,北ガスアリーナ札幌46,ヴォレアス北海道,兵庫デルフィーノ,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,71
